period,number,color,date_folder
20250418100051324,2,red,18-04-2025
20250418100051323,1,green,18-04-2025
20250418100051322,8,red,18-04-2025
20250418100051321,6,red,18-04-2025
20250418100051320,2,red,18-04-2025
20250418100051319,0,red / violet,18-04-2025
20250418100051318,8,red,18-04-2025
20250418100051317,2,red,18-04-2025
20250418100051316,0,red / violet,18-04-2025
20250418100051315,1,green,18-04-2025
20250418100051314,9,green,18-04-2025
20250418100051313,4,red,18-04-2025
20250418100051312,7,green,18-04-2025
20250418100051311,2,red,18-04-2025
20250418100051310,1,green,18-04-2025
20250418100051309,6,red,18-04-2025
20250418100051308,7,green,18-04-2025
20250418100051307,2,red,18-04-2025
20250418100051306,3,green,18-04-2025
20250418100051305,7,green,18-04-2025
20250418100051304,1,green,18-04-2025
20250418100051303,4,red,18-04-2025
20250418100051302,0,red / violet,18-04-2025
20250418100051301,8,red,18-04-2025
20250418100051300,2,red,18-04-2025
20250418100051299,9,green,18-04-2025
20250418100051298,0,red / violet,18-04-2025
20250418100051297,6,red,18-04-2025
20250418100051296,9,green,18-04-2025
20250418100051295,7,green,18-04-2025
20250418100051294,8,red,18-04-2025
20250418100051293,1,green,18-04-2025
20250418100051292,7,green,18-04-2025
20250418100051291,4,red,18-04-2025
20250418100051290,5,green / violet,18-04-2025
20250418100051289,6,red,18-04-2025
20250418100051288,9,green,18-04-2025
20250418100051287,8,red,18-04-2025
20250418100051286,8,red,18-04-2025
20250418100051285,7,green,18-04-2025
20250418100051284,0,red / violet,18-04-2025
20250418100051283,2,red,18-04-2025
20250418100051282,5,green / violet,18-04-2025
20250418100051281,5,green / violet,18-04-2025
20250418100051280,3,green,18-04-2025
20250418100051279,1,green,18-04-2025
20250418100051278,3,green,18-04-2025
20250418100051277,9,green,18-04-2025
20250418100051276,2,red,18-04-2025
20250418100051275,6,red,18-04-2025
20250418100051274,7,green,18-04-2025
20250418100051273,1,green,18-04-2025
20250418100051272,4,red,18-04-2025
20250418100051271,7,green,18-04-2025
20250418100051270,7,green,18-04-2025
20250418100051269,1,green,18-04-2025
20250418100051268,9,green,18-04-2025
20250418100051267,2,red,18-04-2025
20250418100051266,4,red,18-04-2025
20250418100051265,6,red,18-04-2025
20250418100051264,5,green / violet,18-04-2025
20250418100051263,8,red,18-04-2025
20250418100051262,6,red,18-04-2025
20250418100051261,3,green,18-04-2025
20250418100051260,6,red,18-04-2025
20250418100051259,9,green,18-04-2025
20250418100051258,7,green,18-04-2025
20250418100051257,4,red,18-04-2025
20250418100051256,7,green,18-04-2025
20250418100051255,5,green / violet,18-04-2025
20250418100051254,8,red,18-04-2025
20250418100051253,0,red / violet,18-04-2025
20250418100051252,4,red,18-04-2025
20250418100051251,0,red / violet,18-04-2025
20250418100051250,5,green / violet,18-04-2025
20250418100051249,9,green,18-04-2025
20250418100051248,5,green / violet,18-04-2025
20250418100051247,3,green,18-04-2025
20250418100051246,9,green,18-04-2025
20250418100051245,1,green,18-04-2025
20250418100051244,3,green,18-04-2025
20250418100051243,6,red,18-04-2025
20250418100051242,2,red,18-04-2025
20250418100051241,1,green,18-04-2025
20250418100051240,4,red,18-04-2025
20250418100051239,1,green,18-04-2025
20250418100051238,4,red,18-04-2025
20250418100051237,9,green,18-04-2025
20250418100051236,2,red,18-04-2025
20250418100051235,5,green / violet,18-04-2025
20250418100051234,8,red,18-04-2025
20250418100051233,2,red,18-04-2025
20250418100051232,6,red,18-04-2025
20250418100051231,4,red,18-04-2025
20250418100051230,7,green,18-04-2025
20250418100051229,6,red,18-04-2025
20250418100051228,1,green,18-04-2025
20250418100051227,0,red / violet,18-04-2025
20250418100051226,9,green,18-04-2025
20250418100051225,0,red / violet,18-04-2025
20250418100051224,7,green,18-04-2025
20250418100051223,3,green,18-04-2025
20250418100051222,6,red,18-04-2025
20250418100051221,6,red,18-04-2025
20250418100051220,4,red,18-04-2025
20250418100051219,6,red,18-04-2025
20250418100051218,3,green,18-04-2025
20250418100051217,0,red / violet,18-04-2025
20250418100051216,7,green,18-04-2025
20250418100051215,5,green / violet,18-04-2025
20250418100051214,4,red,18-04-2025
20250418100051213,2,red,18-04-2025
20250418100051212,1,green,18-04-2025
20250418100051211,4,red,18-04-2025
20250418100051210,8,red,18-04-2025
20250418100051209,9,green,18-04-2025
20250418100051208,5,green / violet,18-04-2025
20250418100051207,6,red,18-04-2025
20250418100051206,1,green,18-04-2025
20250418100051205,6,red,18-04-2025
20250418100051204,7,green,18-04-2025
20250418100051203,0,red / violet,18-04-2025
20250418100051202,6,red,18-04-2025
20250418100051201,0,red / violet,18-04-2025
20250418100051200,8,red,18-04-2025
20250418100051199,6,red,18-04-2025
20250418100051198,6,red,18-04-2025
20250418100051197,1,green,18-04-2025
20250418100051196,7,green,18-04-2025
20250418100051195,1,green,18-04-2025
20250418100051194,1,green,18-04-2025
20250418100051193,7,green,18-04-2025
20250418100051192,4,red,18-04-2025
20250418100051191,6,red,18-04-2025
20250418100051190,2,red,18-04-2025
20250418100051189,1,green,18-04-2025
20250418100051188,2,red,18-04-2025
20250418100051187,4,red,18-04-2025
20250418100051186,6,red,18-04-2025
20250418100051185,3,green,18-04-2025
20250418100051184,1,green,18-04-2025
20250418100051183,4,red,18-04-2025
20250418100051182,4,red,18-04-2025
20250418100051181,6,red,18-04-2025
20250418100051180,8,red,18-04-2025
20250418100051179,3,green,18-04-2025
20250418100051178,1,green,18-04-2025
20250418100051177,3,green,18-04-2025
20250418100051176,4,red,18-04-2025
20250418100051175,6,red,18-04-2025
20250418100051174,6,red,18-04-2025
20250418100051173,2,red,18-04-2025
20250418100051172,5,green / violet,18-04-2025
20250418100051171,8,red,18-04-2025
20250418100051170,4,red,18-04-2025
20250418100051169,3,green,18-04-2025
20250418100051168,7,green,18-04-2025
20250418100051167,5,green / violet,18-04-2025
20250418100051166,3,green,18-04-2025
20250418100051165,5,green / violet,18-04-2025
20250418100051164,5,green / violet,18-04-2025
20250418100051163,9,green,18-04-2025
20250418100051162,6,red,18-04-2025
20250418100051161,3,green,18-04-2025
20250418100051160,7,green,18-04-2025
20250418100051159,3,green,18-04-2025
20250418100051158,2,red,18-04-2025
20250418100051157,2,red,18-04-2025
20250418100051156,3,green,18-04-2025
20250418100051155,4,red,18-04-2025
20250418100051154,9,green,18-04-2025
20250418100051153,5,green / violet,18-04-2025
20250418100051152,4,red,18-04-2025
20250418100051151,5,green / violet,18-04-2025
20250418100051150,0,red / violet,18-04-2025
20250418100051149,4,red,18-04-2025
20250418100051148,3,green,18-04-2025
20250418100051147,7,green,18-04-2025
20250418100051146,4,red,18-04-2025
20250418100051145,6,red,18-04-2025
20250418100051144,6,red,18-04-2025
20250418100051143,4,red,18-04-2025
20250418100051142,4,red,18-04-2025
20250418100051141,8,red,18-04-2025
20250418100051140,9,green,18-04-2025
20250418100051139,4,red,18-04-2025
20250418100051138,7,green,18-04-2025
20250418100051137,0,red / violet,18-04-2025
20250418100051136,7,green,18-04-2025
20250418100051135,8,red,18-04-2025
20250418100051134,5,green / violet,18-04-2025
20250418100051133,2,red,18-04-2025
20250418100051132,1,green,18-04-2025
20250418100051131,6,red,18-04-2025
20250418100051130,0,red / violet,18-04-2025
20250418100051129,4,red,18-04-2025
20250418100051128,8,red,18-04-2025
20250418100051127,9,green,18-04-2025
20250418100051126,8,red,18-04-2025
20250418100051125,0,red / violet,18-04-2025
20250418100051124,7,green,18-04-2025
20250418100051123,7,green,18-04-2025
20250418100051122,0,red / violet,18-04-2025
20250418100051121,4,red,18-04-2025
20250418100051120,2,red,18-04-2025
20250418100051119,8,red,18-04-2025
20250418100051118,1,green,18-04-2025
20250418100051117,1,green,18-04-2025
20250418100051116,8,red,18-04-2025
20250418100051115,6,red,18-04-2025
20250418100051114,1,green,18-04-2025
20250418100051113,0,red / violet,18-04-2025
20250418100051112,4,red,18-04-2025
20250418100051111,9,green,18-04-2025
20250418100051110,6,red,18-04-2025
20250418100051109,9,green,18-04-2025
20250418100051108,3,green,18-04-2025
20250418100051107,0,red / violet,18-04-2025
20250418100051106,2,red,18-04-2025
20250418100051105,4,red,18-04-2025
20250418100051104,7,green,18-04-2025
20250418100051103,3,green,18-04-2025
20250418100051102,6,red,18-04-2025
20250418100051101,8,red,18-04-2025
20250418100051100,1,green,18-04-2025
20250418100051099,8,red,18-04-2025
20250418100051098,8,red,18-04-2025
20250418100051097,4,red,18-04-2025
20250418100051096,4,red,18-04-2025
20250418100051095,1,green,18-04-2025
20250418100051094,7,green,18-04-2025
20250418100051093,6,red,18-04-2025
20250418100051092,9,green,18-04-2025
20250418100051091,5,green / violet,18-04-2025
20250418100051090,6,red,18-04-2025
20250418100051089,9,green,18-04-2025
20250418100051088,3,green,18-04-2025
20250418100051087,9,green,18-04-2025
20250418100051086,6,red,18-04-2025
20250418100051085,6,red,18-04-2025
20250418100051084,5,green / violet,18-04-2025
20250418100051083,0,red / violet,18-04-2025
20250418100051082,2,red,18-04-2025
20250418100051081,3,green,18-04-2025
20250418100051080,1,green,18-04-2025
20250418100051079,3,green,18-04-2025
20250418100051078,4,red,18-04-2025
20250418100051077,3,green,18-04-2025
20250418100051076,7,green,18-04-2025
20250418100051075,2,red,18-04-2025
20250418100051074,5,green / violet,18-04-2025
20250418100051073,0,red / violet,18-04-2025
20250418100051072,8,red,18-04-2025
20250418100051071,2,red,18-04-2025
20250418100051070,7,green,18-04-2025
20250418100051069,1,green,18-04-2025
20250418100051068,8,red,18-04-2025
20250418100051067,5,green / violet,18-04-2025
20250418100051066,1,green,18-04-2025
20250418100051065,5,green / violet,18-04-2025
20250418100051064,5,green / violet,18-04-2025
20250418100051063,2,red,18-04-2025
20250418100051062,0,red / violet,18-04-2025
20250418100051061,6,red,18-04-2025
20250418100051060,6,red,18-04-2025
20250418100051059,7,green,18-04-2025
20250418100051058,6,red,18-04-2025
20250418100051057,0,red / violet,18-04-2025
20250418100051056,9,green,18-04-2025
20250418100051055,9,green,18-04-2025
20250418100051054,7,green,18-04-2025
20250418100051053,0,red / violet,18-04-2025
20250418100051052,0,red / violet,18-04-2025
20250418100051051,4,red,18-04-2025
20250418100051050,2,red,18-04-2025
20250418100051049,5,green / violet,18-04-2025
20250418100051048,9,green,18-04-2025
20250418100051047,0,red / violet,18-04-2025
20250418100051046,0,red / violet,18-04-2025
20250418100051045,0,red / violet,18-04-2025
20250418100051044,8,red,18-04-2025
20250418100051043,1,green,18-04-2025
20250418100051042,3,green,18-04-2025
20250418100051041,2,red,18-04-2025
20250418100051040,0,red / violet,18-04-2025
20250418100051039,0,red / violet,18-04-2025
20250418100051038,6,red,18-04-2025
20250418100051037,0,red / violet,18-04-2025
20250418100051036,4,red,18-04-2025
20250418100051035,0,red / violet,18-04-2025
20250418100051034,7,green,18-04-2025
20250418100051033,3,green,18-04-2025
20250418100051032,8,red,18-04-2025
20250418100051031,5,green / violet,18-04-2025
20250418100051030,8,red,18-04-2025
20250418100051029,9,green,18-04-2025
20250418100051028,3,green,18-04-2025
20250418100051027,4,red,18-04-2025
20250418100051026,5,green / violet,18-04-2025
20250418100051025,2,red,18-04-2025
20250418100051024,8,red,18-04-2025
20250418100051023,7,green,18-04-2025
20250418100051022,8,red,18-04-2025
20250418100051021,2,red,18-04-2025
20250418100051020,1,green,18-04-2025
20250418100051019,8,red,18-04-2025
20250418100051018,1,green,18-04-2025
20250418100051017,6,red,18-04-2025
20250418100051016,5,green / violet,18-04-2025
20250418100051015,1,green,18-04-2025
20250418100051014,4,red,18-04-2025
20250418100051013,0,red / violet,18-04-2025
20250418100051012,2,red,18-04-2025
20250418100051011,8,red,18-04-2025
20250418100051010,8,red,18-04-2025
20250418100051009,8,red,18-04-2025
20250418100051008,2,red,18-04-2025
20250418100051007,5,green / violet,18-04-2025
20250418100051006,3,green,18-04-2025
20250418100051005,3,green,18-04-2025
20250418100051004,5,green / violet,18-04-2025
20250418100051003,5,green / violet,18-04-2025
20250418100051002,0,red / violet,18-04-2025
20250418100051001,9,green,18-04-2025
20250418100051000,4,red,18-04-2025
20250418100050999,3,green,18-04-2025
20250418100050998,6,red,18-04-2025
20250418100050997,0,red / violet,18-04-2025
20250418100050996,3,green,18-04-2025
20250418100050995,1,green,18-04-2025
20250418100050994,7,green,18-04-2025
20250418100050993,6,red,18-04-2025
20250418100050992,9,green,18-04-2025
20250418100050991,0,red / violet,18-04-2025
20250418100050990,2,red,18-04-2025
20250418100050989,6,red,18-04-2025
20250418100050988,7,green,18-04-2025
20250418100050987,0,red / violet,18-04-2025
20250418100050986,9,green,18-04-2025
20250418100050985,5,green / violet,18-04-2025
20250418100050984,1,green,18-04-2025
20250418100050983,6,red,18-04-2025
20250418100050982,4,red,18-04-2025
20250418100050981,0,red / violet,18-04-2025
20250418100050980,5,green / violet,18-04-2025
20250418100050979,0,red / violet,18-04-2025
20250418100050978,4,red,18-04-2025
20250418100050977,5,green / violet,18-04-2025
20250418100050976,7,green,18-04-2025
20250418100050975,0,red / violet,18-04-2025
20250418100050974,0,red / violet,18-04-2025
20250418100050973,7,green,18-04-2025
20250418100050972,4,red,18-04-2025
20250418100050971,3,green,18-04-2025
20250418100050970,1,green,18-04-2025
20250418100050969,6,red,18-04-2025
20250418100050968,6,red,18-04-2025
20250418100050967,8,red,18-04-2025
20250418100050966,6,red,18-04-2025
20250418100050965,9,green,18-04-2025
20250418100050964,8,red,18-04-2025
20250418100050963,2,red,18-04-2025
20250418100050962,1,green,18-04-2025
20250418100050961,0,red / violet,18-04-2025
20250418100050960,8,red,18-04-2025
20250418100050959,2,red,18-04-2025
20250418100050958,8,red,18-04-2025
20250418100050957,7,green,18-04-2025
20250418100050956,7,green,18-04-2025
20250418100050955,5,green / violet,18-04-2025
20250418100050954,0,red / violet,18-04-2025
20250418100050953,9,green,18-04-2025
20250418100050952,3,green,18-04-2025
20250418100050951,7,green,18-04-2025
20250418100050950,0,red / violet,18-04-2025
20250418100050949,9,green,18-04-2025
20250418100050948,8,red,18-04-2025
20250418100050947,8,red,18-04-2025
20250418100050946,8,red,18-04-2025
20250418100050945,1,green,18-04-2025
20250418100050944,0,red / violet,18-04-2025
20250418100050943,1,green,18-04-2025
20250418100050942,9,green,18-04-2025
20250418100050941,3,green,18-04-2025
20250418100050940,2,red,18-04-2025
20250418100050939,0,red / violet,18-04-2025
20250418100050938,9,green,18-04-2025
20250418100050937,1,green,18-04-2025
20250418100050936,6,red,18-04-2025
20250418100050935,2,red,18-04-2025
20250418100050934,0,red / violet,18-04-2025
20250418100050933,8,red,18-04-2025
20250418100050932,3,green,18-04-2025
20250418100050931,3,green,18-04-2025
20250418100050930,7,green,18-04-2025
20250418100050929,4,red,18-04-2025
20250418100050928,8,red,18-04-2025
20250418100050927,5,green / violet,18-04-2025
20250418100050926,2,red,18-04-2025
20250418100050925,3,green,18-04-2025
20250418100050924,2,red,18-04-2025
20250418100050923,5,green / violet,18-04-2025
20250418100050922,8,red,18-04-2025
20250418100050921,3,green,18-04-2025
20250418100050920,5,green / violet,18-04-2025
20250418100050919,4,red,18-04-2025
20250418100050918,7,green,18-04-2025
20250418100050917,6,red,18-04-2025
20250418100050916,4,red,18-04-2025
20250418100050915,9,green,18-04-2025
20250418100050914,9,green,18-04-2025
20250418100050913,5,green / violet,18-04-2025
20250418100050912,2,red,18-04-2025
20250418100050911,1,green,18-04-2025
20250418100050910,6,red,18-04-2025
20250418100050909,5,green / violet,18-04-2025
20250418100050908,0,red / violet,18-04-2025
20250418100050907,8,red,18-04-2025
20250418100050906,1,green,18-04-2025
20250418100050905,7,green,18-04-2025
20250418100050904,3,green,18-04-2025
20250418100050903,8,red,18-04-2025
20250418100050902,3,green,18-04-2025
20250418100050901,6,red,18-04-2025
20250418100050900,6,red,18-04-2025
20250418100050899,9,green,18-04-2025
20250418100050898,1,green,18-04-2025
20250418100050897,7,green,18-04-2025
20250418100050896,4,red,18-04-2025
20250418100050895,8,red,18-04-2025
20250418100050894,9,green,18-04-2025
20250418100050893,2,red,18-04-2025
20250418100050892,8,red,18-04-2025
20250418100050891,6,red,18-04-2025
20250418100050890,6,red,18-04-2025
20250418100050889,0,red / violet,18-04-2025
20250418100050888,5,green / violet,18-04-2025
20250418100050887,4,red,18-04-2025
